,BST,LLRBT,BF
43000,1.8884830563249699e-06,2.5984680770379305e-06,1.2189001042072366e-06
44000,1.8950762787402348e-06,2.6219385484500594e-06,1.2197787523333925e-06
45000,1.9028923773264105e-06,2.6183576644054526e-06,1.2230421327122284e-06
46000,1.908850615458326e-06,2.6250021569757456e-06,1.225648290594734e-06
47000,1.8970468821710143e-06,2.592357771323283e-06,1.233129310170969e-06
48000,1.8968274035646724e-06,2.6216456975697966e-06,1.2356509569174701e-06
49000,1.9089144556584267e-06,2.6458592108735574e-06,1.2155638569684113e-06
50000,1.9448847563743614e-06,2.638191498744542e-06,1.2268363563125253e-06
51000,1.918575102721504e-06,2.675837697180279e-06,1.2228103447248933e-06
52000,1.920648133416444e-06,2.6386735017489645e-06,1.2273765763068913e-06
53000,1.919783103479345e-06,2.6565266819991275e-06,1.2449160723060095e-06
54000,1.922174868174512e-06,2.6772003013707723e-06,1.2319433149491203e-06
55000,1.949611046127859e-06,2.6808446672709664e-06,1.2214554852757828e-06
56000,1.9612697964077412e-06,2.701103114615625e-06,1.2775936040028464e-06
57000,1.9392105619694136e-06,2.6858725717054697e-06,1.269242017984459e-06
58000,1.962184978113775e-06,2.6868393561190207e-06,1.2835004018621236e-06
59000,1.9299651632118634e-06,2.7139447617817903e-06,1.2233011049448606e-06
60000,1.9594419474437013e-06,2.709032287633276e-06,1.2222322313073032e-06
61000,1.9482293624242647e-06,2.712762168363373e-06,1.2158135802907292e-06
62000,1.9412745319809433e-06,2.6885392793842404e-06,1.2226788262519053e-06
63000,1.977854995174642e-06,2.7172366747251735e-06,1.229353271594405e-06
64000,1.969431839031466e-06,2.714054502456877e-06,1.2210961315804409e-06
65000,1.970702788792638e-06,2.7301109520952186e-06,1.2207034639181803e-06
66000,1.9710819688722655e-06,2.723750432461017e-06,1.2488433997656655e-06
67000,1.9550388773076676e-06,2.737212642327343e-06,1.2372545612382585e-06
68000,2.003446611480692e-06,2.7125451570111415e-06,1.2241725587424168e-06
69000,1.9835098290980493e-06,2.7314943863638957e-06,1.2331285594584196e-06
70000,1.9942519346604524e-06,2.7483276967259522e-06,1.2252680826754831e-06
71000,2.0019390808057174e-06,2.748573363017657e-06,1.2254320782465023e-06
72000,2.010028012917134e-06,2.7388629636876452e-06,1.2205315540369348e-06
73000,1.989249494637087e-06,2.7447797946445414e-06,1.2403873379378344e-06
74000,2.0069057368642216e-06,2.741922026231781e-06,1.2434571563050486e-06
75000,2.026958575675411e-06,2.7537392805764815e-06,1.2241439734962872e-06
76000,2.0217421276987786e-06,2.753881217929927e-06,1.229483903809522e-06
77000,2.008468783500508e-06,2.7361532206436988e-06,1.2487734523433688e-06
78000,2.028810636765473e-06,2.750361127333904e-06,1.226453316758219e-06
79000,2.013726590360708e-06,2.7594166484980037e-06,1.2263840229168044e-06
80000,2.0096842661405853e-06,2.7601933862980266e-06,1.234017306534173e-06
81000,2.0046263990560786e-06,2.760843266298807e-06,1.2323591828120073e-06
82000,2.0199650270128406e-06,2.7544832636026326e-06,1.2348820006261843e-06
83000,2.0772594878160465e-06,2.767143588993592e-06,1.248308328847215e-06
84000,2.0282324053630888e-06,2.7654923627173586e-06,1.2374393649368022e-06
85000,2.0322270291541595e-06,2.7648487057285023e-06,1.241095622057929e-06
86000,2.039240405847315e-06,2.771289990069925e-06,1.237264618481603e-06
87000,2.0288892420765814e-06,2.777993005293093e-06,1.2245862869647844e-06
88000,2.0378078246011344e-06,2.7579717172621104e-06,1.2263415599150714e-06
89000,2.0567376254253043e-06,2.778616244876161e-06,1.2308761079153735e-06
90000,2.047206100920747e-06,2.791372403004448e-06,1.2251985506694143e-06
91000,2.0330298816536034e-06,2.7759614097602623e-06,1.2334932296034545e-06
92000,2.0192461489557803e-06,2.7804315386118233e-06,1.2245239240440572e-06
93000,2.0451793625200628e-06,2.792655344410819e-06,1.2236667853689918e-06
94000,2.050034465876551e-06,2.762787708933781e-06,1.2265167102624024e-06
95000,2.0605807161321974e-06,2.7787361108416366e-06,1.2291620676323632e-06
96000,2.0611041625302262e-06,2.789678051914102e-06,1.2297865699271101e-06
97000,2.086049975072936e-06,2.7771209906561907e-06,1.2262236299977498e-06
98000,2.072239871401745e-06,2.8004343008350866e-06,1.259096699814316e-06
99000,2.0781484900682145e-06,2.790128270912562e-06,1.2869075683886882e-06
