,BST,LLRBT,BF
37000,5.1919499894206266e-06,6.0360410404451735e-06,2.8683078154551127e-06
38000,4.801113732253137e-06,5.754855916798719e-06,2.883575349200162e-06
39000,5.212588845333938e-06,5.816400193305198e-06,2.846162327064202e-06
40000,4.999069052170117e-06,6.064193484256731e-06,2.591385952731078e-06
41000,5.2099852458612765e-06,6.116025439234432e-06,2.7749378665119016e-06
42000,4.889937879693364e-06,6.176866948720405e-06,2.8597840475023117e-06
43000,5.1115276168871835e-06,6.225915304596345e-06,2.577015129946112e-06
44000,5.358004582414701e-06,5.9516489194254545e-06,2.659637293954329e-06
45000,5.254322846472425e-06,6.172632179652433e-06,2.7296003408155962e-06
46000,5.474605569020071e-06,6.2557833269798e-06,2.8958536424195984e-06
47000,5.294277509881453e-06,6.051572510700132e-06,2.975549363383179e-06
48000,5.327906570704774e-06,6.0829367707115585e-06,2.863200718299736e-06
49000,4.878119783689732e-06,6.117574149433867e-06,2.854152250859845e-06
50000,5.159951564899236e-06,6.117449236388038e-06,2.879931801411394e-06
51000,5.429765675986255e-06,5.983937516742487e-06,2.560158259537184e-06
52000,5.032100964289469e-06,6.170205773461748e-06,2.8042703749179464e-06
53000,5.204947153372104e-06,5.999197444500002e-06,2.5857004595651312e-06
54000,5.12126819422252e-06,6.40219095477498e-06,2.562649220454242e-06
55000,6.6857126203065444e-06,6.3471823809604075e-06,2.730849436303832e-06
56000,5.496338358275944e-06,6.29739884956306e-06,2.6304090225475443e-06
57000,5.599896230274119e-06,6.3355488656634244e-06,2.6709928147782385e-06
58000,5.54541847570672e-06,6.230835443081155e-06,2.6480983814057305e-06
59000,5.502577112723544e-06,6.275679515036856e-06,2.623042238951199e-06
60000,5.608889567418168e-06,6.2048729117030934e-06,2.601241905029027e-06
61000,5.20913359382044e-06,5.942218806261695e-06,3.825002749271178e-06
62000,5.60138049939987e-06,6.048867795305854e-06,2.6604274161787776e-06
63000,5.590572592193307e-06,6.270405645676675e-06,3.851013390706014e-06
64000,5.621810951254776e-06,6.474288460300868e-06,2.6169701080856584e-06
65000,5.551739095059215e-06,6.378600337495314e-06,2.668432648117145e-06
66000,5.666803252542227e-06,6.575283394260883e-06,2.679172669699347e-06
67000,5.57189101914767e-06,6.546222437094795e-06,2.997423851312541e-06
68000,5.733653955532534e-06,6.6115336532383645e-06,2.856864327451253e-06
69000,5.6306712185870545e-06,6.470524431921074e-06,2.6618447875842948e-06
70000,5.687620018623696e-06,6.623598331860811e-06,2.6682742687261704e-06
71000,5.857380336168991e-06,6.528488080514962e-06,2.6689872644885315e-06
72000,5.488002021089487e-06,6.637942096563691e-06,2.548322748444856e-06
73000,5.730758058833231e-06,6.652708937766209e-06,2.5774327248892167e-06
74000,5.6973761401496454e-06,6.66113547147379e-06,2.5918265230020414e-06
75000,5.397220424673813e-06,6.533176927038654e-06,2.6201555218920225e-06
76000,5.6174022760902454e-06,6.629289262870718e-06,2.5449059115396573e-06
77000,5.62953142201392e-06,6.583445160919685e-06,2.6912070205393192e-06
78000,5.456783009212398e-06,6.506489562533727e-06,2.741249033117588e-06
79000,5.929241260512544e-06,6.695535534642554e-06,2.7231049673426445e-06
80000,5.726901971776744e-06,6.592556705601014e-06,2.6618640648285595e-06
81000,5.779810925846604e-06,6.691077027145911e-06,2.6910485100106287e-06
82000,5.667873895826413e-06,6.480638218453877e-06,2.956363399711416e-06
83000,5.457455868091122e-06,6.703466359040814e-06,2.698282101400002e-06
84000,5.3994367307583e-06,6.7798217313577325e-06,2.550168441858654e-06
85000,5.9351565156995885e-06,6.665025680564002e-06,2.7505090169510116e-06
86000,5.849681852833578e-06,6.699370963137499e-06,2.7068885735390817e-06
87000,5.9967970123196165e-06,6.7349685671870485e-06,2.7199099192854053e-06
88000,6.0501201430094485e-06,6.772712904391444e-06,2.672967425309464e-06
89000,5.876361707518631e-06,6.78291499906226e-06,2.690136963003599e-06
90000,6.092135495746541e-06,6.6817361313416615e-06,2.7923612081417497e-06
91000,6.006879736698736e-06,6.788665029469549e-06,2.8703452059822857e-06
92000,6.079190629516239e-06,6.689717697293533e-06,2.9268986870025274e-06
93000,5.733779769057347e-06,6.757036046121917e-06,2.7228212465226348e-06
94000,5.888532616433621e-06,6.644493929194675e-06,2.759842341737785e-06
95000,5.920562339156584e-06,6.931151928056728e-06,2.693775378936411e-06
96000,5.942837645143906e-06,6.743875467091168e-06,2.7277501100368214e-06
97000,6.182456134347657e-06,6.933252658100772e-06,2.7748088794543593e-06
98000,6.014500114410448e-06,6.751231479909764e-06,2.8773121856523416e-06
99000,6.033092059198399e-06,6.766771745134215e-06,2.6201442353059243e-06
