,BST,LLRBT,BF
36000,4.999371586797525e-06,5.5624258707187146e-06,2.7024929533849974e-06
37000,5.180509463973634e-06,6.077613180110109e-06,2.6979634610336795e-06
38000,5.304329235633438e-06,5.022043490602986e-06,2.73060157796167e-06
39000,5.2254438299916e-06,5.282973852743334e-06,2.5800383680619686e-06
40000,5.137746832145841e-06,5.547652664992582e-06,2.8161957345984345e-06
41000,5.392679697967547e-06,5.428875966905361e-06,2.6098570812339614e-06
42000,5.297927486314566e-06,5.36958847237532e-06,2.9860735007961247e-06
43000,5.062914045436608e-06,6.098924360563724e-06,2.7342557288767373e-06
44000,5.258622504847093e-06,5.456555717515943e-06,2.7350541360070676e-06
45000,5.307238714154326e-06,5.36111174319881e-06,2.871028792454678e-06
46000,5.559787739693604e-06,6.638238695704587e-06,2.9057172384549474e-06
47000,5.3344284707668895e-06,2.1598513327670015e-05,2.789937976469118e-06
48000,5.317903081253502e-06,7.811510517793743e-06,2.769814297901034e-06
49000,4.974235668018221e-06,5.46589459797057e-06,2.9816058938438583e-06
50000,5.427597744165808e-06,6.633955224155057e-06,2.80210662792536e-06
51000,5.488572674412204e-06,5.384866313473194e-06,2.6969882043980603e-06
52000,5.481305801805205e-06,5.279951338443773e-06,2.6196565834806643e-06
53000,5.26857960314294e-06,4.94041323989103e-06,4.222088092155602e-06
54000,5.296569824431224e-06,6.443673744479632e-06,2.6413925228095894e-06
55000,5.442573533624365e-06,5.546797312560104e-06,2.8056469876344617e-06
56000,5.229363404262093e-06,5.500363602281975e-06,2.99240743063576e-06
57000,5.2658364180249005e-06,5.468753413163645e-06,2.9060397164506807e-06
58000,5.365864633292448e-06,6.005089625298259e-06,2.7714644493045327e-06
59000,5.593102679717039e-06,5.706476571742583e-06,3.093255155298686e-06
60000,5.712734720296903e-06,5.35802395401721e-06,2.849819902820472e-06
61000,5.591962213120347e-06,4.813319724657487e-06,3.0634516500708866e-06
62000,5.646697025669133e-06,5.649503666679808e-06,2.9891008259747636e-06
63000,5.740937077496939e-06,5.115081349472373e-06,2.893292169131802e-06
64000,5.761976035749489e-06,5.270310406349828e-06,2.8187244678236787e-06
65000,5.6347977933811044e-06,5.264402984796077e-06,2.9892790173574813e-06
66000,5.551582089637386e-06,5.360473625812313e-06,3.1631953177446897e-06
67000,5.158722254987094e-06,5.501009492617726e-06,2.822416310584748e-06
68000,5.107217073034052e-06,6.122209810488985e-06,3.16929248076688e-06
69000,4.892084689345211e-06,6.097388537117163e-06,3.0580965949660116e-06
70000,5.6339726878598565e-06,6.66939051937289e-06,2.945889887807743e-06
71000,4.572136281662534e-06,5.521459565475669e-06,2.974756533974054e-06
72000,5.760642567419198e-06,5.472555498610368e-06,3.083970158677701e-06
73000,5.752799910117231e-06,5.730687430041939e-06,2.9567050024112584e-06
74000,5.6287028966407935e-06,6.0305692038570064e-06,2.883024411301429e-06
75000,5.549365218666438e-06,5.750038057993181e-06,2.5221475591988666e-06
76000,4.551476975324019e-06,5.656283606757293e-06,2.8070388226629913e-06
77000,5.851549813186729e-06,5.575382870194487e-06,3.0442723649575584e-06
78000,5.585761983971788e-06,5.6744934102778625e-06,3.006474451000339e-06
79000,5.434547685203779e-06,5.705275511925104e-06,2.959503781014183e-06
80000,5.782451196745435e-06,5.447521989928467e-06,2.9508428866154377e-06
81000,5.638119327670976e-06,5.823002851923134e-06,2.8978119800859665e-06
82000,5.421704556452634e-06,6.035638667685692e-06,2.9515730170342215e-06
83000,5.984024087932785e-06,5.589494092995556e-06,3.0766922528562876e-06
84000,5.885045290393424e-06,6.000838617242674e-06,2.9422500104925856e-06
85000,5.873209752554018e-06,6.06623589838257e-06,3.008188565227946e-06
86000,5.704300384507311e-06,6.1793301630316076e-06,2.8721689807360512e-06
87000,6.237980683255926e-06,6.129287746754002e-06,2.908608924675112e-06
88000,6.061668018396954e-06,6.538845605933861e-06,3.0576398695883968e-06
89000,5.593363252434055e-06,6.774587378120864e-06,2.8438443735323315e-06
90000,6.036813486344562e-06,6.219103857315059e-06,3.1253262445244102e-06
91000,5.264259622587512e-06,6.796437794504219e-06,2.926743225225685e-06
92000,5.889767625441017e-06,6.507388072767768e-06,2.969470580586848e-06
93000,6.133321837838256e-06,6.689742535780199e-06,2.9909171614429503e-06
94000,5.107050928728695e-06,6.7598247384370044e-06,2.9421936118812427e-06
95000,5.627445766226455e-06,6.400540814120475e-06,2.702265450491728e-06
96000,5.8290189953681205e-06,6.876245964524627e-06,2.7775399335513727e-06
97000,5.8015855438746465e-06,6.632472717971668e-06,2.8635239204909663e-06
98000,5.998521184983226e-06,6.195814361877846e-06,2.8983156512939255e-06
99000,5.863622366339401e-06,6.191208004799437e-06,2.952594116178743e-06
